"t
[s]","Io
[W/m2]","vo
[m/s]","To
[°C]","Tsky
[°C]","To_n
[°C]","CO2o_ppm
[ppm]","dayNR
[-]",RH           [%]
9565200,94.44,4.5,6.7,-10.5,4.801,320,111,74.7
9568800,41.67,4.0,5.8,-14.2,4.268,320,111,78.7
9572400,13.89,3.5,5.7,-14.3,4.174,320,111,78.7
9576000,0.00,2.5,5.5,-14.5,3.541,320,111,72.6
9579600,0.00,3.0,4.8,-15.2,3.186,320,111,76.7
9583200,0.00,2.0,3.7,-16.3,2.296,320,111,78.7
9586800,0.00,1.5,4.2,-15.8,3.182,320,111,84.8
9590400,0.00,1.5,4.1,-15.9,3.155,320,111,85.8
9594000,0.00,1.5,4.2,-15.8,3.320,320,112,86.8
9597600,0.00,1.0,4,-16.0,3.059,320,112,85.8
9601200,0.00,1.0,3.9,-16.1,2.895,320,112,84.8
9604800,0.00,1.0,3.8,-16.2,2.867,320,112,85.8
9608400,0.00,1.0,3.2,-16.8,2.356,320,112,86.8
9612000,47.22,1.0,4.1,0.1,3.086,320,112,84.8
9615600,91.67,1.0,5,1.0,3.373,320,112,76.7
9619200,191.67,1.0,5.9,1.9,4.061,320,112,74.7
9622800,147.22,2.0,6.1,2.1,3.862,320,112,69.6
9626400,144.44,2.0,6.4,2.4,3.183,320,112,57.4
9630000,152.78,2.5,5.9,1.9,3.450,320,112,66.6
9633600,280.56,2.0,7.2,3.2,3.877,320,112,57.4
9637200,302.78,2.0,7.8,3.8,4.139,320,112,54.4
9640800,227.78,2.0,8.2,4.2,4.128,320,112,50.3
9644400,152.78,3.0,7.9,3.9,4.483,320,112,57.4
9648000,147.22,3.0,7.9,3.9,4.224,320,112,54.4
9651600,144.44,2.5,7.7,3.7,4.310,320,112,57.4
9655200,63.89,2.5,7.3,3.3,4.047,320,112,58.5
9658800,13.89,1.5,6.1,-1.1,3.785,320,112,68.6
9662400,0.00,2.0,5.7,-1.5,3.650,320,112,71.6
9666000,0.00,1.5,3.4,-7.0,2.416,320,112,84.8
9669600,0.00,2.0,3.7,-6.7,2.568,320,112,82.8
9673200,0.00,1.5,3.2,-7.2,2.158,320,112,83.8
9676800,0.00,2.0,2.2,-11.4,1.580,320,112,89.9
9680400,0.00,1.5,1.5,-15.3,1.081,320,113,92.9
9684000,0.00,1.0,0.6,-19.4,0.313,320,113,94.9
9687600,0.00,0.5,-0.3,-20.3,-0.404,320,113,98.1
9691200,0.00,0.5,-0.3,-20.3,-0.404,320,113,98.1
9694800,2.78,1.0,-0.6,-20.6,-0.702,320,113,98.1
9698400,41.67,1.0,1.8,-2.2,1.497,320,113,94.9
9702000,105.56,1.0,3.7,-0.3,2.972,320,113,88.9
9705600,222.22,2.0,5.3,1.3,3.872,320,113,79.7
9709200,363.89,2.5,6.6,-5.2,4.708,320,113,74.7
9712800,566.67,3.0,8.1,-7.7,5.256,320,113,64.5
9716400,744.44,3.0,9.3,-10.1,5.874,320,113,59.5
9720000,727.78,3.5,9.3,-10.1,5.964,320,113,60.5
9723600,702.78,3.5,10,-10.1,6.390,320,113,58.5
9727200,513.89,4.0,10.1,-7.1,5.909,320,113,52.4
9730800,347.22,4.0,9.9,-5.0,6.210,320,113,57.4
9734400,316.67,4.0,9.9,-8.7,6.303,320,113,58.5
9738000,197.22,3.5,8.8,-11.2,6.399,320,113,70.6
9741600,41.67,3.5,7.4,-12.6,6.165,320,113,83.8
9745200,2.78,2.5,7.2,-12.8,6.285,320,113,87.9
9748800,0.00,2.0,7.2,-12.8,6.593,320,113,91.9
9752400,0.00,3.0,6.9,-13.1,5.995,320,113,87.9
9756000,0.00,2.5,6.7,-13.3,5.954,320,113,89.9
9759600,0.00,3.5,7.1,-12.9,5.091,320,113,73.7
9763200,0.00,2.5,6.8,-13.2,5.593,320,113,83.8
9766800,0.00,2.5,6.7,-13.3,5.802,320,114,87.9
9770400,0.00,3.0,6.5,-13.5,5.760,320,114,89.9
9774000,0.00,2.0,6.4,-13.6,5.811,320,114,91.9
9777600,0.00,2.0,6.2,-13.8,5.983,320,114,97.0
9781200,0.00,2.5,6.4,-13.6,6.181,320,114,97.0
9784800,13.89,3.0,6.9,2.9,6.677,320,114,97.0
9788400,27.78,3.5,7.3,3.3,6.921,320,114,95.0
9792000,44.44,4.0,7.5,3.5,6.809,320,114,90.9
9795600,80.56,4.0,7.5,3.5,6.809,320,114,90.9
9799200,91.67,4.5,7.6,3.6,6.592,320,114,86.8
9802800,141.67,4.5,7.7,3.7,6.609,320,114,85.8
9806400,497.22,5.0,10.1,-3.8,7.762,320,114,72.7
9810000,741.67,6.0,11.6,-9.3,8.462,320,114,65.6
9813600,655.56,6.0,11.1,-10.1,8.017,320,114,65.6
9817200,538.89,6.0,10.8,-10.9,7.843,320,114,66.6
9820800,497.22,6.0,9.4,-18.2,6.052,320,114,60.5
9824400,333.33,6.0,8.2,-11.8,5.174,320,114,62.5
9828000,91.67,6.0,6.7,-13.3,4.089,320,114,65.6
9831600,5.56,5.5,6.1,-13.9,3.630,320,114,66.6
9835200,0.00,5.5,5.6,-14.4,3.104,320,114,65.6
9838800,0.00,6.0,5.1,-14.9,2.730,320,114,66.6
9842400,0.00,5.5,4.8,-15.2,2.460,320,114,66.6
9846000,0.00,5.0,4.7,-15.3,2.296,320,114,65.5
9849600,0.00,6.0,4.6,-15.4,2.279,320,114,66.6
9853200,0.00,5.0,4.5,-15.5,2.478,320,115,70.6
9856800,0.00,4.5,4.2,-15.8,2.556,320,115,75.7
9860400,0.00,4.0,4.3,-15.7,2.790,320,115,77.7
9864000,0.00,4.5,4.5,-15.5,3.048,320,115,78.7
9867600,0.00,4.0,4.7,-15.3,3.307,320,115,79.7
9871200,16.67,4.0,5.1,1.1,3.972,320,115,83.8
9874800,44.44,3.5,5.2,1.2,4.497,320,115,89.9
9878400,72.22,3.5,5.8,1.8,5.225,320,115,91.9
9882000,108.33,4.0,6,2.0,5.421,320,115,91.9
9885600,102.78,3.5,6.5,2.5,5.909,320,115,91.9
9889200,77.78,4.0,6.9,2.9,5.995,320,115,87.9
9892800,72.22,3.0,7.1,3.1,6.265,320,115,88.9
9896400,80.56,3.0,7.3,3.3,6.691,320,115,91.9
9900000,69.44,3.0,7.6,3.6,6.671,320,115,87.9
9903600,80.56,3.5,7.7,3.7,6.689,320,115,86.9
9907200,63.89,3.0,7.9,3.9,6.881,320,115,86.8
9910800,55.56,2.5,7.9,3.9,6.881,320,115,86.8
9914400,30.56,2.5,7.6,3.6,6.513,320,115,85.8
9918000,5.56,2.0,7.3,3.3,6.691,320,115,91.9
9921600,0.00,2.0,7.1,3.1,6.799,320,115,96.0
9925200,0.00,2.0,7.2,3.2,6.898,320,115,96.0
9928800,0.00,2.5,6.9,2.9,6.826,320,115,99.0
9932400,0.00,2.0,6.9,2.9,6.677,320,115,97.0
9936000,0.00,2.5,6.5,2.5,6.427,320,115,99.0
9939600,0.00,2.0,6.5,2.5,6.206,320,116,96.0
9943200,0.00,2.0,6,2.0,5.784,320,116,97.0
9946800,0.00,2.0,5.8,1.8,5.586,320,116,97.0
9950400,0.00,1.5,5.7,1.7,5.415,320,116,96.0
9954000,0.00,1.0,5.6,1.6,5.388,320,116,97.0
9957600,8.33,1.5,5.8,1.8,5.586,320,116,97.0
9961200,22.22,1.5,6.1,2.1,6.028,320,116,99.0
9964800,55.56,2.0,6.5,2.5,6.280,320,116,97.0
9968400,141.67,2.0,7.8,3.8,7.258,320,116,92.9
9972000,252.78,3.5,8.7,0.5,7.070,320,116,79.7
9975600,208.33,4.0,8.3,4.3,6.858,320,116,81.8
9979200,166.67,4.5,8.4,4.4,6.539,320,116,76.7
9982800,202.78,4.0,8.9,4.9,7.004,320,116,76.7
9986400,183.33,3.5,8.7,4.7,6.394,320,116,71.6
9990000,191.67,3.5,9.4,0.4,6.945,320,116,70.6
9993600,394.44,2.5,10.5,-11.4,7.107,320,116,61.5
9997200,163.89,2.5,11,-10.9,7.641,320,116,62.5
10000800,108.33,1.5,10.3,-9.7,7.488,320,116,67.6
10004400,13.89,0.5,8.5,-11.5,6.882,320,116,79.7
10008000,0.00,1.0,7.2,-12.8,6.208,320,116,86.9
10011600,0.00,1.0,5,-15.0,4.723,320,116,96.0
10015200,0.00,0.5,4,-16.0,3.801,320,116,97.0
10018800,0.00,1.0,3.9,-16.1,3.768,320,116,98.0
10022400,0.00,0.5,3.5,-16.5,3.370,320,116,98.0
10026000,0.00,0.5,2.7,-17.3,2.512,320,117,97.0
10029600,0.00,0.5,2.3,-17.7,2.301,320,117,100.0
10033200,0.00,1.5,2.6,-17.4,2.600,320,117,100.0
10036800,0.00,1.5,3.6,-16.4,3.601,320,117,100.0
10040400,5.56,1.5,4,-16.0,4.001,320,117,100.0
10044000,55.56,1.0,4.6,0.6,4.601,320,117,100.0
10047600,166.67,1.0,5.2,1.2,5.201,320,117,100.0
10051200,252.78,1.0,6.1,2.1,6.100,320,117,100.0
10054800,466.67,1.0,8.8,-5.5,8.319,320,117,94.0
10058400,616.67,1.5,11.3,-5.4,8.860,320,117,72.7
10062000,697.22,2.0,13.3,-4.7,9.558,320,117,61.5
10065600,527.78,2.5,13.4,-1.0,9.114,320,117,56.4
10069200,552.78,2.5,14.1,-1.8,9.380,320,117,53.4
10072800,383.33,3.5,11.1,7.1,9.049,320,117,76.7
10076400,319.44,3.5,12.9,8.9,10.024,320,117,69.6
10080000,416.67,3.5,12.6,-10.1,8.843,320,117,60.5
10083600,252.78,3.5,12.1,-10.6,8.907,320,117,65.6
10087200,108.33,3.5,9.9,-10.1,8.285,320,117,80.8
10090800,19.44,2.0,8.1,-11.9,6.912,320,117,84.8
10094400,0.00,2.0,7,-13.0,6.015,320,117,86.8
10098000,0.00,2.0,6.3,-13.7,5.788,320,117,92.9
10101600,0.00,1.5,6.8,-13.2,6.127,320,117,90.9
10105200,0.00,2.0,6.3,-13.7,5.788,320,117,92.9
10108800,0.00,3.0,6.2,-13.8,5.763,320,117,93.9
10112400,0.00,2.5,5.9,-14.1,5.323,320,118,91.9
10116000,0.00,3.0,5.6,-14.4,5.101,320,118,92.9
10119600,0.00,3.0,5.4,-14.6,4.977,320,118,93.9
10123200,0.00,3.0,5.6,-14.4,5.101,320,118,92.9
10126800,0.00,3.0,5.8,-14.2,5.080,320,118,89.9
10130400,2.78,2.5,6.1,2.1,5.297,320,118,88.9
10134000,16.67,2.0,6.3,2.3,5.416,320,118,87.9
10137600,30.56,2.0,6.5,2.5,5.609,320,118,87.9
10141200,47.22,2.5,6.8,2.8,5.670,320,118,84.8
10144800,66.67,2.0,7.2,3.2,5.974,320,118,83.8
10148400,80.56,2.5,7.4,3.4,6.322,320,118,85.8
10152000,66.67,2.0,7.6,3.6,6.513,320,118,85.8
10155600,69.44,2.5,7.9,3.9,6.561,320,118,82.8
10159200,144.44,2.5,8.5,4.5,6.548,320,118,75.7
10162800,169.44,3.5,8.6,4.6,6.557,320,118,74.7
10166400,72.22,3.5,7.6,3.6,6.196,320,118,81.8
10170000,22.22,2.5,7,-0.2,6.474,320,118,92.9
10173600,5.56,2.0,7.1,-0.1,6.799,320,118,96.0
10177200,2.78,1.5,7.1,-0.1,6.724,320,118,95.0
10180800,0.00,1.0,6.2,-4.2,5.910,320,118,96.0
10184400,0.00,1.0,5.9,-4.5,5.685,320,118,97.0
10188000,0.00,1.5,4.3,-9.3,4.098,320,118,97.0
10191600,0.00,1.0,3.6,-13.2,3.404,320,118,97.0
10195200,0.00,1.0,4.8,-12.0,4.525,320,118,96.0
10198800,0.00,1.5,5.8,-11.0,5.225,320,119,91.9
10202400,0.00,1.5,6,-10.8,5.274,320,119,89.9
10206000,0.00,1.5,6.2,-10.6,5.616,320,119,91.9
10209600,0.00,2.0,6.4,-10.4,5.811,320,119,91.9
10213200,0.00,2.0,6.5,-10.3,6.206,320,119,96.0
10216800,5.56,2.0,6.6,2.6,6.231,320,119,95.0
10220400,13.89,2.0,6.7,2.7,6.180,320,119,92.9
10224000,102.78,2.0,7.2,3.2,6.822,320,119,95.0
10227600,119.44,2.0,7.9,3.9,6.881,320,119,86.8
10231200,277.78,2.0,8.4,-0.3,7.117,320,119,83.8
10234800,413.89,3.0,9.3,-2.2,7.203,320,119,74.7
10238400,302.78,2.5,9.8,0.7,7.664,320,119,74.7
10242000,166.67,2.5,9.7,5.7,7.128,320,119,69.6
10245600,202.78,2.5,9.2,5.2,6.588,320,119,68.6
10249200,166.67,2.5,8.8,4.8,6.911,320,119,76.7
10252800,41.67,1.5,7.2,3.2,6.285,320,119,87.9
10256400,27.78,1.5,7,3.0,6.322,320,119,90.9
10260000,19.44,1.5,6.7,2.7,6.105,320,119,91.9
10263600,5.56,0.5,6.1,2.1,5.811,320,119,96.0
10267200,0.00,0.5,5.6,1.6,5.388,320,119,97.0
10270800,0.00,0.5,5.1,1.1,5.031,320,119,99.0
10274400,0.00,0.5,5.6,1.6,5.530,320,119,99.0
10278000,0.00,1.0,5.4,1.4,5.330,320,119,99.0
10281600,0.00,1.0,6.1,2.1,5.883,320,119,97.0
10285200,0.00,2.0,6.2,2.2,6.128,320,120,99.0
10288800,0.00,2.0,6.4,2.4,6.327,320,120,99.0
10292400,0.00,1.5,6,2.0,5.784,320,120,97.0
10296000,0.00,1.5,5.8,1.8,5.586,320,120,97.0
10299600,2.78,1.0,5.6,1.6,5.530,320,120,99.0
10303200,52.78,2.0,6.2,2.2,6.128,320,120,99.0
10306800,138.89,2.5,7.2,3.2,6.593,320,120,91.9
10310400,341.67,2.0,9.7,-2.6,8.269,320,120,82.8
10314000,491.67,2.5,12.1,-2.6,9.786,320,120,74.7
10317600,588.89,3.5,13.3,-2.6,9.871,320,120,64.6
10321200,641.67,4.0,14.6,-2.0,10.139,320,120,56.4
10324800,663.89,4.0,15.7,-1.6,10.250,320,120,49.4
10328400,613.89,5.0,16,-1.2,10.375,320,120,48.3
10332000,638.89,4.5,16.9,-3.1,10.219,320,120,41.3
10335600,502.78,4.0,17.1,-2.4,10.893,320,120,45.3
10339200,366.67,4.5,17.3,-2.3,11.054,320,120,45.3
10342800,213.89,3.5,17,-2.6,11.067,320,120,47.3
10346400,91.67,3.5,16.1,-3.9,10.579,320,120,49.4
10350000,27.78,3.0,14.7,-5.3,10.224,320,120,56.4
10353600,0.00,4.5,13.1,-6.9,10.906,320,120,76.7
10357200,0.00,4.5,12,-8.0,10.169,320,120,79.8
10360800,0.00,4.0,10.7,-9.3,9.485,320,120,85.8
10364400,0.00,4.0,9.8,-10.2,8.708,320,120,86.9
10368000,0.00,3.5,8.9,-11.1,8.008,320,120,88.9
10371600,0.00,6.0,14.7,-5.3,12.807,320,121,80.8
10375200,0.00,6.0,14.4,-5.6,12.626,320,121,81.8
10378800,0.00,6.0,14.2,-5.8,12.133,320,121,78.8
10382400,0.00,5.0,12.1,-7.9,10.733,320,121,84.8
10386000,5.56,5.0,11,-9.0,9.412,320,121,81.8
10389600,30.56,5.0,10.1,6.1,8.823,320,121,84.8
10393200,44.44,4.5,9.7,5.7,8.527,320,121,85.8
10396800,83.33,4.5,9.5,5.5,8.250,320,121,84.8
10400400,141.67,4.0,9.4,5.4,7.555,320,121,77.7
10404000,169.44,4.0,9.1,5.1,6.846,320,121,72.7
10407600,144.44,3.5,8.8,4.8,6.741,320,121,74.7
10411200,91.67,3.5,7.6,3.6,6.671,320,121,87.9
10414800,141.67,2.5,7.2,3.2,6.362,320,121,88.9
10418400,133.33,3.0,7.2,3.2,6.670,320,121,92.9
10422000,105.56,2.0,7.4,3.4,6.478,320,121,87.9
10425600,83.33,2.5,7.4,3.4,6.400,320,121,86.8
10429200,83.33,2.5,7.7,3.7,6.450,320,121,83.8
10432800,22.22,2.0,7.5,3.5,6.496,320,121,86.8
10436400,16.67,1.0,7.2,3.2,5.581,320,121,78.7
10440000,0.00,1.0,6.6,-0.6,6.082,320,121,92.9
10443600,0.00,1.0,6.3,-0.9,5.935,320,121,95.0
10447200,0.00,1.0,6,-1.2,5.712,320,121,96.0
10450800,0.00,1.0,5.9,-1.3,5.685,320,121,97.0
10454400,0.00,1.5,5.7,-1.5,5.629,320,121,99.0
10458000,0.00,0.5,4.1,-6.3,4.034,320,122,99.0
10461600,0.00,1.0,3.6,-6.8,3.535,320,122,99.0
10465200,0.00,1.5,1.6,-12.0,1.481,320,122,98.0
10468800,0.00,2.0,2.4,-11.2,2.276,320,122,98.0
10472400,16.67,2.5,3.3,-10.3,3.171,320,122,98.0
10476000,155.56,2.0,4.4,0.4,4.198,320,122,97.0
10479600,183.33,3.0,6.5,2.5,5.609,320,122,87.9
10483200,416.67,4.5,8.8,-5.6,6.485,320,122,71.6
10486800,488.89,5.0,9.5,-5.0,6.590,320,122,65.5
10490400,438.89,5.5,10.2,6.2,6.374,320,122,56.4
10494000,427.78,6.0,10.5,6.5,6.439,320,122,54.4
10497600,333.33,5.5,10.4,6.4,6.258,320,122,53.4
10501200,244.44,5.5,10,6.0,6.296,320,122,57.4
10504800,269.44,5.5,10.3,6.3,6.744,320,122,59.5
10508400,277.78,4.5,10.1,6.1,6.849,320,122,62.5
10512000,172.22,5.0,9.5,5.5,6.769,320,122,67.6
10515600,80.56,4.5,9,5.0,6.668,320,122,71.6
10519200,63.89,4.5,8.6,4.6,6.472,320,122,73.7
10522800,13.89,4.0,8.2,4.2,6.353,320,122,76.7
10526400,0.00,3.5,7.7,3.7,5.807,320,122,75.7
10530000,0.00,3.5,7.4,3.4,5.768,320,122,78.7
10533600,0.00,3.5,6.9,2.9,5.765,320,122,84.8
10537200,0.00,3.0,7.1,3.1,6.111,320,122,86.8
10540800,0.00,3.0,7.1,3.1,6.188,320,122,87.9
10544400,0.00,2.5,7,3.0,6.322,320,123,90.9
10548000,0.00,2.5,6.9,2.9,6.300,320,123,91.9
10551600,0.00,2.5,6.8,2.8,6.278,320,123,92.9
10555200,0.00,2.5,6.7,2.7,6.404,320,123,96.0
10558800,2.78,2.0,6.8,2.8,6.503,320,123,96.0
10562400,22.22,2.0,7.1,3.1,6.724,320,123,95.0
10566000,66.67,2.0,7.5,3.5,7.118,320,123,95.0
10569600,72.22,2.0,8.2,4.2,7.410,320,123,89.9
10573200,202.78,2.5,9.1,5.1,7.784,320,123,83.8
10576800,219.44,2.0,10,6.0,8.467,320,123,81.8
10580400,302.78,2.0,11.2,7.2,9.326,320,123,78.7
10584000,405.56,2.5,12.8,8.8,10.628,320,123,76.7
10587600,627.78,2.5,15.1,-2.3,12.012,320,123,69.6
10591200,677.78,3.5,16,-4.8,12.826,320,123,69.6
10594800,583.33,3.5,17.5,-4.4,13.588,320,123,64.6
10598400,472.22,4.0,17.4,-6.6,13.855,320,123,67.6
10602000,208.33,4.0,17.1,-1.1,13.935,320,123,70.6
10605600,66.67,3.5,16.6,-1.6,13.821,320,123,73.7
10609200,5.56,3.5,15.8,-4.2,13.843,320,123,80.8
10612800,0.00,3.0,14.7,10.7,13.719,320,123,89.9
10616400,0.00,2.0,14,10.0,13.620,320,123,96.0
10620000,0.00,4.5,13.5,9.5,11.776,320,123,81.8
10623600,0.00,4.5,13.3,9.3,12.740,320,123,94.0
10627200,0.00,4.0,13.2,9.2,12.642,320,123,94.0
10630800,0.00,2.5,12.4,5.2,12.130,320,124,97.0
10634400,0.00,2.5,11.7,1.3,11.436,320,124,97.0
10638000,0.00,3.5,13,2.6,12.258,320,124,91.9
10641600,0.00,4.0,13,2.6,12.164,320,124,90.9
10645200,5.56,4.0,13.1,2.7,12.072,320,124,88.9
10648800,16.67,2.5,13.2,9.2,12.264,320,124,89.9
10652400,38.89,3.0,13.7,9.7,12.555,320,124,87.9
10656000,102.78,4.0,14.4,10.4,13.030,320,124,85.9
10659600,272.22,4.5,15.2,6.2,13.173,320,124,79.8
10663200,130.56,5.5,14.5,10.5,12.721,320,124,81.8
10666800,288.89,6.0,14.5,5.9,11.682,320,124,71.6
10670400,638.89,6.5,15.4,-1.1,12.393,320,124,70.6
10674000,627.78,6.0,15.8,-1.5,12.309,320,124,66.6
10677600,677.78,5.5,16.4,-4.3,12.730,320,124,65.6
10681200,591.67,4.0,16.8,-5.2,12.615,320,124,61.5
10684800,488.89,3.0,17,-7.5,13.027,320,124,63.5
10688400,330.56,1.5,16.8,-10.3,12.968,320,124,64.6
10692000,180.56,1.0,16,-4.0,12.601,320,124,67.6
10695600,44.44,1.0,14.4,-5.6,12.010,320,124,75.7
10699200,0.00,1.0,11.4,-8.6,10.517,320,124,89.9
10702800,0.00,1.5,11.8,-8.2,10.631,320,124,86.9
10706400,0.00,2.5,11,-9.0,9.773,320,124,85.8
10710000,0.00,1.5,9.5,-10.5,9.006,320,124,94.0
10713600,0.00,1.5,8.8,-11.2,8.319,320,124,94.0
10717200,0.00,1.5,8.6,-11.4,8.202,320,125,95.0
10720800,0.00,1.5,8.6,-11.4,8.202,320,125,95.0
10724400,0.00,2.0,9.4,-10.6,8.324,320,125,86.9
10728000,0.00,1.5,10.4,-9.6,9.198,320,125,85.8
10731600,16.67,1.0,10.3,-9.7,9.189,320,125,86.9
10735200,141.67,2.5,13.3,9.3,11.586,320,125,81.8
10738800,47.22,2.5,13.5,9.5,11.972,320,125,83.8
10742400,158.33,2.5,14.3,10.3,13.233,320,125,88.9
10746000,366.67,2.0,15.9,11.9,14.256,320,125,83.8
10749600,188.89,2.5,16.9,12.9,14.658,320,125,78.8
10753200,352.78,4.5,19.1,9.1,15.872,320,125,71.7
10756800,502.78,9.0,19.4,6.0,15.522,320,125,66.6
10760400,594.44,1.0,16.2,-0.2,13.231,320,125,71.7
10764000,630.56,1.5,13,-6.3,10.416,320,125,72.7
10767600,202.78,0.0,11.5,2.5,8.949,320,125,71.6
10771200,116.67,7.5,11.7,4.2,8.939,320,125,69.6
10774800,177.78,6.0,12.5,-2.9,9.463,320,125,67.6
10778400,202.78,6.5,12.4,-3.0,9.374,320,125,67.6
10782000,58.33,5.5,11.3,-7.3,8.766,320,125,71.6
10785600,0.00,3.5,10.8,-7.8,8.770,320,125,76.7
10789200,0.00,3.0,9.3,-10.7,7.974,320,125,83.8
10792800,0.00,3.0,9,-11.0,7.856,320,125,85.8
10796400,0.00,4.0,10.3,-9.7,8.662,320,125,80.8
10800000,0.00,6.5,10,-10.0,8.115,320,125,77.7
10803600,0.00,7.5,10,-10.0,7.849,320,126,74.7
10807200,0.00,7.0,9.6,-10.4,8.002,320,126,80.8
10810800,0.00,6.5,9.3,-10.7,7.805,320,126,81.8
10814400,0.00,6.5,8.1,-11.9,6.993,320,126,85.8
10818000,19.44,6.0,7.8,-12.2,6.785,320,126,86.9
10821600,91.67,6.0,8.6,4.6,7.225,320,126,82.8
10825200,241.67,7.0,9.9,-1.0,7.845,320,126,75.7
10828800,380.56,7.0,10.7,-2.4,8.219,320,126,71.6
10832400,547.22,8.0,12.4,-3.3,9.174,320,126,65.6
10836000,558.33,9.0,13,-1.8,9.087,320,126,59.5
10839600,280.56,8.0,14.4,10.4,9.632,320,126,53.4
10843200,180.56,7.5,12.8,8.8,9.120,320,126,61.5
10846800,205.56,8.0,12.1,8.1,10.073,320,126,77.7
10850400,227.78,7.5,12.2,8.2,10.071,320,126,76.7
10854000,155.56,7.5,12.9,8.9,10.523,320,126,74.7
10857600,180.56,6.5,14,10.0,10.914,320,126,68.6
10861200,105.56,5.5,13.6,9.6,10.554,320,126,68.6
10864800,66.67,5.0,13.1,9.1,10.508,320,126,72.7
10868400,22.22,5.5,12.4,5.2,10.062,320,126,74.7
10872000,2.78,5.0,11.4,7.4,9.974,320,126,83.8
10875600,0.00,5.5,10.8,6.8,9.934,320,126,89.9
10879200,0.00,5.0,11.2,7.2,9.783,320,126,83.8
10882800,0.00,5.5,11.2,7.2,9.783,320,126,83.8
10886400,0.00,5.0,11,7.0,9.683,320,126,84.8
10890000,0.00,5.0,10.7,6.7,9.837,320,127,89.9
10893600,0.00,5.0,10.4,6.4,9.805,320,127,92.9
10897200,0.00,4.0,8.9,4.9,8.417,320,127,94.0
10900800,0.00,3.5,8.7,4.7,7.977,320,127,90.9
10904400,8.33,3.0,8.6,4.6,7.717,320,127,88.9
10908000,38.89,2.5,8.6,4.6,7.961,320,127,91.9
10911600,122.22,2.5,9.4,5.4,8.408,320,127,87.9
10915200,258.33,3.5,10.2,0.6,8.919,320,127,84.8
10918800,355.56,4.0,10.6,-0.3,8.402,320,127,74.7
10922400,288.89,4.0,11.3,2.6,8.954,320,127,73.7
10926000,233.33,4.0,10.1,6.1,8.297,320,127,78.7
10929600,297.22,3.5,11,7.0,8.956,320,127,76.7
10933200,372.22,3.5,11.8,7.8,8.835,320,127,67.6
10936800,419.44,2.5,12,-1.5,8.420,320,127,61.5
10940400,327.78,2.0,11.1,-1.9,8.864,320,127,74.7
10944000,333.33,1.5,11.5,-5.5,8.276,320,127,64.5
10947600,127.78,1.0,11.9,0.5,8.532,320,127,63.5
10951200,66.67,1.5,10,-4.6,8.554,320,127,82.8
10954800,30.56,1.5,8.6,-9.2,7.390,320,127,84.8
10958400,2.78,0.5,6.6,-13.4,6.082,320,127,92.9
10962000,0.00,2.0,7.6,-12.4,7.062,320,127,92.9
10965600,0.00,1.5,7.2,-12.8,6.670,320,127,92.9
10969200,0.00,0.5,6.3,-13.7,6.008,320,127,96.0
10972800,0.00,0.5,6.5,-13.5,6.206,320,127,96.0
10976400,0.00,1.0,6.2,-13.8,5.983,320,128,97.0
10980000,0.00,1.0,4.7,-15.3,4.701,320,128,100.0
10983600,0.00,0.5,4.8,-15.2,4.801,320,128,100.0
10987200,0.00,1.0,4.6,-15.4,4.601,320,128,100.0
10990800,30.56,1.5,4.5,-15.5,4.500,320,128,100.0
10994400,163.89,1.5,7.1,3.1,6.111,320,128,86.8
10998000,330.56,1.0,9.7,-4.3,6.859,320,128,66.6
11001600,466.67,2.5,10.3,-5.1,7.580,320,128,68.6
11005200,494.44,3.0,11.5,-2.8,7.786,320,128,59.5
11008800,363.89,3.5,9.1,5.1,7.531,320,128,80.8
11012400,277.78,4.0,11.1,7.1,8.677,320,128,72.7
11016000,397.22,5.0,11.3,0.3,9.048,320,128,74.7
11019600,347.22,5.5,10.7,0.3,8.219,320,128,71.6
11023200,477.78,6.0,10.9,-4.1,8.215,320,128,69.6
11026800,147.22,5.0,9.9,2.9,7.757,320,128,74.7
11030400,191.67,5.0,10.4,-0.3,7.486,320,128,66.6
11034000,116.67,4.0,9.9,5.9,7.668,320,128,73.7
11037600,47.22,4.0,9,1.8,7.182,320,128,77.7
11041200,19.44,3.0,8.4,-2.0,6.953,320,128,81.8
11044800,2.78,2.5,7.2,-6.4,6.285,320,128,87.9
11048400,0.00,2.5,7.5,-6.1,6.964,320,128,92.9
11052000,0.00,2.5,7.5,-6.1,6.418,320,128,85.8
11055600,0.00,2.5,7.7,-5.9,6.768,320,128,87.9
11059200,0.00,2.0,7.9,-5.7,6.961,320,128,87.9
11062800,0.00,2.0,8,-5.6,7.216,320,129,89.9
11066400,0.00,2.5,8.3,-5.3,7.588,320,129,90.9
11070000,0.00,3.0,8.1,-5.5,7.472,320,129,91.9
11073600,0.00,2.5,8.2,-5.4,7.490,320,129,90.9
11077200,13.89,3.0,8.7,-4.9,7.814,320,129,88.9
11080800,52.78,3.0,9.2,5.2,8.381,320,129,89.9
11084400,77.78,3.5,9.6,5.6,9.021,320,129,92.9
11088000,141.67,3.5,10.6,6.6,9.301,320,129,84.8
11091600,180.56,3.5,10.9,6.9,9.046,320,129,78.7
11095200,466.67,4.0,11.9,-0.7,9.697,320,129,75.7
11098800,416.67,5.0,12.5,1.3,9.263,320,129,65.6
11102400,622.22,5.0,13.6,-2.3,9.926,320,129,62.5
11106000,291.67,4.5,13.2,4.1,10.091,320,129,67.6
11109600,288.89,4.5,13.1,3.2,10.001,320,129,67.6
